medicine_reference_id,dpri_id,source_drug_name,generic_name_guess,active_ingredients_guess,strength_text_guess,dosage_form_guess,route_hint,brand_name,manufacturer,barcode_gtin,philippine_fda_cpr_number,fda_registration_status,fda_verified_at,rxnorm_rxcui,dailymed_setid,openfda_spl_id,common_uses,indications,purpose,warnings,side_effects,contraindications,drug_interactions,storage_instructions,lowest_price_php,median_price_php,highest_price_php,country,source_year,source_page,source_document,source_urls,dataset_status,safety_notes,last_updated
DPRI2025-0650,650,Sacubitril + Valsartan 200 mg (97.2 mg + 102.8 mg) Tablet,Sacubitril + Valsartan,Sacubitril + Valsartan,200 mg; 97.2 mg; 102.8 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,55.24,56.25,56.25,Philippines,2025,31,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0651,651,Sacubitril + Valsartan 50 mg (24.3 mg + 25.7 mg) Tablet,Sacubitril + Valsartan,Sacubitril + Valsartan,50 mg; 24.3 mg; 25.7 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,12.94,57.76,64.90,Philippines,2025,31,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0652,652,"Salbutamol 1 mg/mL (unit dose), 2.5 mL Respiratory Solution Ampule",Salbutamol,Salbutamol,1 mg; 2.5 mL,Ampule,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,1.94,4.61,17.00,Philippines,2025,31,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0653,653,"Salbutamol 100 mcg/dose, 200 actuations Breath Actuated Metered Dose Inhaler",Salbutamol,Salbutamol,100 mcg,Metered Dose Inhaler,Respiratory/Inhalation,,,,,Needs Manual Check,,,,,,,,,,,,,58.24,95.00,121.00,Philippines,2025,31,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0654,654,"Salbutamol 100 mcg/dose, 200 actuations Metered Dose Inhaler",Salbutamol,Salbutamol,100 mcg,Metered Dose Inhaler,Respiratory/Inhalation,,,,,Needs Manual Check,,,,,,,,,,,,,60.00,71.56,148.00,Philippines,2025,31,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0655,655,"Salbutamol 2 mg/5 mL, 60 mL Syrup Bottle",Salbutamol,Salbutamol,2 mg/5 mL; 60 mL,Syrup,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,13.00,23.20,57.40,Philippines,2025,31,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0656,656,"Salbutamol 2 mg/mL, 2.5 mL Respiratory Solution",Salbutamol,Salbutamol,2 mg; 2.5 mL,Respiratory Solution,Respiratory/Inhalation,,,,,Needs Manual Check,,,,,,,,,,,,,1.94,6.68,9.00,Philippines,2025,31,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0657,657,Sambong [Blumea Balsamifera (L) Dc (Fam. Compositae)] 250 mg tablet,Sambong [Blumea Balsamifera (L) Dc (Fam. Compositae)],Sambong [Blumea Balsamifera (L) Dc (Fam. Compositae)],250 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,4.50,4.90,5.30,Philippines,2025,31,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0658,658,Sambong [Blumea Balsamifera (L) Dc (Fam. Compositae)] 500 mg Tablet,Sambong [Blumea Balsamifera (L) Dc (Fam. Compositae)],Sambong [Blumea Balsamifera (L) Dc (Fam. Compositae)],500 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,2.68,4.50,6.50,Philippines,2025,31,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0659,659,Sertraline 50 mg Tablet,Sertraline,Sertraline,50 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,4.38,7.59,14.00,Philippines,2025,31,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0660,660,"Serum, Anti-Rabies 1500 IU/0.7 mL, 0.7 mL Solution for Injection Ampule (Equine)","Serum, Anti-Rabies","Serum, Anti-Rabies",1500 IU/0.7 mL; 0.7 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,124.65,125.33,126.00,Philippines,2025,31,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0661,661,"Serum, Anti-Tetanus 1500 IU/mL, 1 mL Solution for Injection Ampule (Equine)","Serum, Anti-Tetanus","Serum, Anti-Tetanus",1500 IU; 1 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,0.95,111.74,145.00,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0662,662,"Sevoflurane, 250 mL Volatile Liquid for Inhalation Bottle",Sevoflurane,Sevoflurane,250 mL,Bottle,,,,,,Needs Manual Check,,,,,,,,,,,,,2689.00,4053.50,14645.00,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0663,663,"Silver Sulfadiazine 1%, 15 g Cream Tube",Silver Sulfadiazine,Silver Sulfadiazine,1%; 15 g,Cream,Topical,,,,,Needs Manual Check,,,,,,,,,,,,,53.18,59.25,118.00,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0664,664,"Silver Sulfadiazine 1%, 25 g Cream Tube",Silver Sulfadiazine,Silver Sulfadiazine,1%; 25 g,Cream,Topical,,,,,Needs Manual Check,,,,,,,,,,,,,61.89,69.89,129.78,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0665,665,"Silver Sulfadiazine 1%, 500 g Cream Jar",Silver Sulfadiazine,Silver Sulfadiazine,1%; 500 g,Cream,Topical,,,,,Needs Manual Check,,,,,,,,,,,,,782.80,850.00,950.00,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0666,666,Simvastatin 20 mg Tablet,Simvastatin,Simvastatin,20 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,0.72,1.27,3.75,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0667,667,Simvastatin 40 mg Tablet,Simvastatin,Simvastatin,40 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,1.99,3.65,7.00,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0668,668,Sirolimus 0.5 mg tablet,Sirolimus,Sirolimus,0.5 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,135.00,135.50,136.00,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0669,669,"Sodium Bicarbonate 1 mEq/mL, 20 mL Solution for Injection Ampule",Sodium Bicarbonate,Sodium Bicarbonate,1 mEq; 20 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,5.04,48.89,249.79,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0670,670,"Sodium Bicarbonate 1 mEq/mL, 50 mL Solution for Injection Ampule",Sodium Bicarbonate,Sodium Bicarbonate,1 mEq; 50 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,91.98,99.89,155.51,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0671,671,Sodium Bicarbonate 650 mg Tablet,Sodium Bicarbonate,Sodium Bicarbonate,650 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,1.00,2.09,3.95,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0672,672,"Sodium Chloride 0.9%, 1 L Solution Bottle (For Irrigation)",Sodium Chloride,Sodium Chloride,0.9%; 1 L,Solution Bottle,,,,,,Needs Manual Check,,,,,,,,,,,,,24.00,32.24,77.55,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0673,673,"Sodium Chloride 0.9%, 1 L Solution for Injection Bottle",Sodium Chloride,Sodium Chloride,0.9%; 1 L,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,9.50,27.44,85.00,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0674,674,"Sodium Chloride 0.9%, 100 mL Solution for Injection Bottle",Sodium Chloride,Sodium Chloride,0.9%; 100 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,26.77,44.34,63.00,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0675,675,"Sodium Chloride 0.9%, 50 mL Solution for Injection Bottle",Sodium Chloride,Sodium Chloride,0.9%; 50 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,15.44,18.88,59.44,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0676,676,"Sodium Chloride 0.9%, 500 mL Solution for Injection Bottle",Sodium Chloride,Sodium Chloride,0.9%; 500 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,20.00,28.89,118.50,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0677,677,"Sodium Chloride 2.5 mEq/mL, 20 mL Solution for Injection Vial",Sodium Chloride,Sodium Chloride,2.5 mEq; 20 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,15.00,30.00,65.00,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0678,678,"Sodium Hyaluronate 0.1% (1 mg/mL), 5 mL Eye Drops Bottle",Sodium Hyaluronate,Sodium Hyaluronate,0.1%; 1 mg; 5 mL,Eye Drops,Ophthalmic,,,,,Needs Manual Check,,,,,,,,,,,,,160.00,160.00,321.00,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0679,679,Sodium Valproate + Valproic Acid 500 mg (333 mg + 145 mg) controlled release tablet,Sodium Valproate + Valproic Acid,Sodium Valproate + Valproic Acid,500 mg; 333 mg; 145 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,7.90,8.40,21.45,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0680,680,Spironolactone 100 mg Tablet,Spironolactone,Spironolactone,100 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,5.00,27.88,28.00,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0681,681,Spironolactone 25 mg Tablet,Spironolactone,Spironolactone,25 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,2.26,6.25,17.50,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0682,682,Spironolactone 50 mg Tablet,Spironolactone,Spironolactone,50 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,6.40,10.23,24.94,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0683,683,"Sterile Water For Injection, 1 L Bottle",Sterile Water For Injection,Sterile Water For Injection,1 L,Bottle,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,10.00,27.15,138.00,Philippines,2025,32,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0684,684,"Sterile Water For Injection, 100 mL Bottle",Sterile Water For Injection,Sterile Water For Injection,100 mL,Bottle,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,30.89,42.57,78.00,Philippines,2025,33,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
